Image,Label
9559,6 7
26708,4 6
30030,4
7374,6 7
28906,8
6284,3 4 7
8539,5
5742,4
25991,0
28790,4
726,4
14408,4 6 7
12552,4 6
29021,1 8
26157,1
17644,4
3083,3
5449,6
30732,1 6
14312,6
11473,7 8
1101,1 7
5234,6 7
24076,0
13609,5
24713,4
16433,4 6 7
6949,0 8
13836,2 4 7
957,4 6
13553,2 4 6
928,3
770,1
4098,7
19103,6 8
20803,0
1545,2
20407,4
21620,6
9499,3 4
10443,4
10596,0
7546,4
19201,4
23016,2 4
25,4
16362,2 4
24548,7
5687,4
22800,0
22688,4 5 6
25636,9
846,6
4321,4 6
30265,4 6 8
25941,4
28536,4
24475,4
31063,2 7
23862,4 5
29959,4 7
21728,3
13646,0 4
343,2
25438,4
11961,9
17339,4 8
8589,2 4
2381,9
13334,4
20271,3
13224,7
15304,1
20040,4
22331,2 6
5367,4 6
21713,0
28116,7
9124,5 6
12061,3
4612,6
6312,0 4
30390,4 8
27848,5
22318,6
8944,4 6
20037,4 6
30504,6
8191,9
10369,0
29886,3 4
14068,0 4
19345,2 4 6
5167,2 4
795,5
6175,8
3090,5
7706,6 9
10268,5
22108,4 6
13200,2 4
2464,0
13148,6
20660,3 6
2426,4 6
1073,4
28886,9
16604,2
19841,4
23455,1
15393,6 9
23996,4
12336,1
27551,6
2976,4 6
11553,2 6
27924,4 6
25948,6
18476,4
26917,8
11253,6 7
22340,1
11184,4 5
20869,5
3694,0
13398,1
28025,4 7
12353,0 2
20755,4 6
16345,2
1450,9
27014,9
16530,1 4 6
23723,2
2346,4 6
18479,4 6
10439,2 4
8146,6
22181,3 4
8522,0
22825,9
4004,4 6
3910,0 4
4553,3 4
10067,6 8
25934,7
8192,4
18361,1
13701,4
15035,2
6623,5
22092,3 4
6386,6 8
17059,7
12723,4
30507,2
19741,2
17415,4
31071,4 9
12579,5
27302,1
8788,0
768,6 7
5666,4 6 8
28201,2
20118,3
10241,1
2889,6
11393,2 6
29564,1
29671,3 4 6
202,2 4
9373,1
525,4 7
2269,4 5
7156,4
5542,6
13780,4 6
23471,4
15843,3 4 6
20726,4
27258,3
27650,9
21862,9
25222,6 9
5739,3 9
26945,4 6
510,9
29228,4
7360,4 6 7
15453,1
23643,4 8
21140,2
4038,4 6
27451,6
7463,4 7
24601,0
3975,8
20358,0
30974,6 7
15027,2 4
103,6
24962,1 6
30249,4
26319,1 4 6
25642,1
3600,5
4981,2 4
1618,4
20528,0 4 5
26782,0
4834,4
22208,0
3110,3 6
1096,4 6
17588,1 6
7078,1 6
24737,9
23484,0 4
14727,1
6618,0
22126,2
25682,6
16581,4
3963,1 4
764,2 6
6602,3 4
3666,4
28654,7
7115,2 6
4320,6 7
19056,0 4
18475,4
6127,1
30060,4
17315,7
543,6
15895,6 7
23421,4
27113,3 4
11640,7
18539,0 4
6371,4 5 6
25587,4 8
30182,4
2918,5 6
4296,4
2268,4
13510,9
30125,6
6701,4
14687,6
30528,0
11836,4
17696,4
25717,0 4
16551,4
14067,4
30059,4 6
8923,4 6
9147,4
15584,4
14628,1
5928,2
30778,2
27624,8
4356,6 7
8684,0
27780,4 7
26022,8
24665,0
28382,3 4
16897,4 7
17255,4
621,2 4
26369,6
4511,0
16774,4 7
10280,0 4
7589,4
2985,9
10558,4
29556,7
25840,4
4270,6 9
29707,0
151,9
23366,2 4
30742,9
27220,4
23928,1 3 4
26898,9
21044,4
12603,1 4 8
6105,0 1
18256,4 6 7
30375,7
6836,6
3243,4
6897,7
16042,5
18945,2 4 6
8185,4 7
16509,0
279,4
21972,1
2163,5
23359,4
27139,1 4
7590,4
16138,1 6
15503,1
30544,4
9768,4
28047,1 6
21404,4
4958,7
27736,1 6
25543,4 6
3001,1
11955,2
30583,2 4 6
30266,4 6
21993,4 6 7
14681,4 6
22935,4 5
6230,2 4
5516,3 4
22607,4
7981,8
26716,1
8546,2
6082,7
24149,9
25006,3 4
7974,1 4 7
901,6
22628,8
1922,1 4 6
15887,4 6
18315,7
28736,7
13923,2
7667,7
11447,1 6
7048,6 7
24245,7
2166,2 4
15908,3 6
55,3
24600,6
23127,2 4
14979,9
5434,1 4
21114,5
17457,6
2473,4 6
6459,4 6
8042,0 9
5892,4 8
13327,0 1
16217,4
21413,1
7203,4
9346,2 4
7130,1 4 6
29776,0 4
17670,5
29438,0 2
30245,6
30382,4
28629,0
8034,1 4
20517,5
4797,3
5938,3
19827,0
24255,2
19433,3 4 5
15234,3 6
16666,6
9914,6 9
1091,4 6
26665,2 4
11731,2 4
14917,2 4
11830,4
14487,1 4 8
7508,4
10821,0
14494,2
30469,3 4
29696,9
8395,9
3413,2 6
30351,0 4
27683,4 6
5016,6 7
8202,4
20818,8
3473,1 6
20339,7 9
25986,1
22618,2
13235,4 6
12942,4
817,2 4
10276,2 4
28030,5
14832,3 6
23594,2
9164,9
1836,2
5913,6 7
11586,9
3569,0 6
1437,6 7
29628,4
11672,7 9
29473,3 4
8864,1 7
14542,1 2 4
5612,1
1530,6
22407,0
30938,9
29555,4 6
3552,4 7
19475,2 6
21903,0 4
6935,9
2909,4
3555,2 4
29142,0
7352,1 3
3063,1
20974,4
18430,9
27508,1 4
769,4
29306,1 7
4561,4 6 7
27280,7
24293,3
7726,6
9120,1 4
209,9
8100,4 6
15587,4
4748,0
18935,3 6
26469,0
10396,3
27785,4 7
1886,7
1133,2
28700,2
15349,4
17498,4 7
12959,4 7
16109,4
11526,0 4
17202,3
24683,2 4 6
5329,4 8
20147,4
5673,4 5
15072,3 4
16921,4 6
24203,6
18085,0
737,7 9
28887,4
2748,4
3067,2
9826,1
25326,4
26229,4 5
2409,8
514,6
15064,6
23887,4 6
28469,2 4
6610,6
11686,1
5897,6 7
23139,0
14898,7
17519,1
4765,4
10298,3
3236,2 4 7 8
8196,3
3498,4
22071,7
21528,4
15202,3
717,4
27096,4 6
10414,6
16139,4 6
27025,3
26758,1
22394,4 9
21892,4
30419,4
2735,4 6
17042,4
1994,2 4
30287,4 6
13218,1 6
14558,5
23718,6
7712,6
13034,0
26996,1 6
28702,4 8
29333,4 5
361,4 6
15869,4
28804,6
11730,2
23766,0 7
8794,0 4
23246,0 4
394,4 6
3522,7
9713,1
13651,6
3031,4 6
24934,7
29426,4
22709,4
23496,0
17972,4 6
15309,4 6 7
3117,0 1
14606,4
19491,6
9564,6 7
1898,9
3609,0 4
15574,4 6
11926,2 4
1765,2 4
25772,2 6
23896,4 6 7
25753,5
19391,4 5
18065,1 6
17693,7
14456,2 6
19177,2 4
25890,2 4
20297,1 6
30352,7 9
8976,7
7910,4
4760,4 6
18158,4 6 8
27230,4 6
27680,2 4
1769,3
2157,7
13843,4
8031,6
2825,6 7
6176,0
15235,4 6
22241,2 4
22163,4 7
20558,0
15249,2
5020,4
19284,4 6
12908,7
17327,4
3758,3
19282,4
10831,2 4
5112,6
8936,9
12437,0
29939,3
17135,4
19689,1 2 4
19247,6 8
19514,4 7
3401,5
25896,6 7
20248,4
3950,3 4
20493,7
17088,9
19258,0 6
282,2 8
18801,2 4
6438,0
8080,0
22754,0 4
461,2 6
5631,2
8131,2 4
10250,4
16982,4
21734,4 6
3823,6
30303,8
716,4
7777,3 4
27710,9
8093,2
19769,2 8
18522,1 4 7
30115,7 9
3986,4 6
26457,4
12859,4
9949,4 7
2418,9
11687,4
7916,2 6
30923,2 7
17222,4
3195,4
13479,4
2344,4 5 6
1111,6
10032,4 6
13097,4
27549,0
31066,4 8
19007,6 7
15246,4
6394,0 2
19545,4
7484,6 7
6821,9
1302,3
1150,7
18513,0 5 6
27064,4
22706,4
13727,4 8
14113,2 6
1351,4 7
23255,4 6
20119,9
24227,2
11733,2 4 6 7
25507,4
27495,1 4
15102,5
25404,6
24768,2 4
5453,4
5460,1 6
5374,4 8
792,2 7
6264,4
1495,4 6
21542,3 4 7
22699,9
1770,2
21015,2
7294,8
15161,3
25504,4 5
14601,4 8
2888,2 4
10482,0
3233,0 5
25664,4 7
17363,8
22261,7
27956,2
36,4 6
26988,3
4213,2
23652,4
20389,2 7
26005,2 6
14123,7
28997,2 4
18121,4 5
18728,4 6
21898,4 6
15789,0 4 7
18249,4
29901,3
22865,6
12346,9
30833,6 8
1098,4
12567,4 6
10563,1 4
7945,2 4
7805,2 4
13307,1
11276,7
22866,6
25724,0
18932,2 4 8
22918,1 4
21471,1
12297,2 4
20441,4 6
27742,4
7506,1
27369,4
9954,0 4
588,1
27557,1
26348,5 6
8356,4 6
26118,3 4 7
26498,4
815,1 4 6
6343,9
19799,8
18343,2 4
7942,1 4
21065,4 5 6
30662,2
4134,0
30716,6 7
18538,1 4
20652,0
987,1 4
19759,0
10543,4 8
18399,0 5
12738,3 4
21817,3
22031,2 4
11712,6
27290,6
18452,4 6
6188,6
16249,6
6730,4 6
29048,3
16800,4 8
832,5
1020,5 6
19062,3
6028,4 6
21199,4 5
30869,4
5111,9
8849,0
5731,1
25610,1 4
3197,7
29834,5 6
30713,4 8
11732,6
23478,8
21999,3 5
2758,4
17710,4
7523,6
25667,1
30291,4 6
2306,5
26914,4 6
29651,6
25348,4 6
6881,2 4
9257,0
557,0 6
29003,4
14267,1
13587,4
4090,7
21668,1 3
6780,2 4 6
2220,8
11997,0
6337,1 4 6
3423,0
11658,0
9986,2
8216,1 4 6
13108,1
17885,6 7
16975,4
25059,4
13898,4 7
21539,4 6 7
15899,4
27300,6
22343,8
18390,0
15201,4 8
8393,2 6
1322,4
20000,4
2777,4
3512,6
4747,0 2
26606,0 4
24232,9
10082,2 4
24675,4 6
4380,4 6 8
22204,4 7
26000,0
15915,0 2 4
25071,4 9
7328,7
25175,0 6
25725,2
8378,8
8994,2
22388,2 4
19040,2 4
18676,6
23033,3
12229,3 4 6
21050,4 6
372,1 4
4324,3 6
685,1
5649,0
18572,0
23975,2
105,4
10187,6
31057,6
14771,4 6 7
12855,4
13110,9
12582,4 6
21826,4 7
30652,0
29923,4
29254,4
2009,0
10272,6
1004,1
17688,3
7327,1 6
14234,3 4
7082,4 9
23697,4 5
17020,2 4
5735,0 4
2367,2 4
7206,3 4
14115,4
15911,4 6
9781,0
1829,3 4
3294,4 6
12910,5 6
18218,4 5
12614,4
17687,2
22812,0 4 6
13397,0
12356,7 8
3449,4 6
14738,4 7
25571,8
27480,0
25337,3
30042,0
3325,4
23544,3
22183,4
14618,3 6
23342,9
24191,6
4142,4 6 8
9969,1 3 4
5862,4
24581,0
27757,4
2870,7
18898,0
13789,7
10128,0 2
9612,5
18874,2 4
14199,7
27947,1
24363,4 6
26379,6
6843,9
16462,4 8
8701,4
9316,4
19978,2 6
27072,8
10905,6
12237,6
25567,2 4
3536,9
23725,4 6 7
16819,2 4
13455,3 4
1062,4 6
21197,4
10352,4 6
3679,0
25242,4 7
14386,3
19504,4
10283,4
29587,0 4
14394,6
21725,4
12009,6 7
14859,5
18671,0
14140,2 6
14362,9
12610,8
9275,3
20373,4 6
14356,0
13138,0
9279,2 3 4
23951,4 6
12434,4 6
17677,7
384,4
5804,6
4858,9
28817,4 6
27769,4
28337,8
840,4 6
562,3
26054,6
29301,0 2
438,4
22165,4
15821,9
2112,4 6
7783,1 4
29735,4 7
14034,6
0,4 7 9
17311,7
20701,4 7
808,2 6
5271,0
7957,6
1352,7
2170,2 6
28917,1 3 4
14071,2
28305,4
21390,7
1051,0 2
21221,4 7
29659,4 6
11044,4
18950,7
487,3
29126,6 7
12134,9
21252,7
3355,1 4
29719,2
22262,4 6
30460,7
12129,2
28197,4
7865,5
12018,6
17785,6
30360,0
22440,9
7194,3
25179,2
16304,4
11827,1 4
2806,0 4
18437,6 7
19824,6
24950,2 4 6
9060,8
12028,4 6
20331,1
9653,6
29134,4 6
25559,4 6
20664,7
18695,0
14153,3 6
402,5
25410,4
626,5
21115,6 9
10520,0
22831,6
27286,2 4 6
18813,3 4
9372,4
16365,4 6
25145,4 6
25263,0 4
13536,4 8
27530,4
786,2 6
26210,0 2
3733,2 3 4 6
22146,2 4 6
3378,2 4
26363,2
4310,3 4
23252,6 7
28861,2 4
2891,5
30396,0
25396,0 4
923,2 7
18666,5
12391,6 7
5135,6 9
26642,2 6
20536,6
2305,7
15897,4
15085,3 4
27850,6
20518,0
16845,2 4
2530,7
10286,0
885,6
9790,4 5 6
27539,2 4
20222,0 4
15371,4 6
16772,4
577,4 6
11768,8
21559,5
24970,4 6
2712,4
22888,9
26508,9
19342,2 7
26910,0 6
25467,4 6
12966,0 1
3221,1 4
17075,2 4 6
26341,2 4
23800,2 4
22365,1
20001,4 5
9094,6
15265,3
13513,6
2137,4
27159,6
23405,4 6
23744,4 6
14947,2 4
16363,8
22924,7
14468,4 6
22774,4 8
296,0 6
13256,4
11289,4 6 7
6603,4 6
30693,9
3607,9
29618,2
27339,4 7
5766,4
24356,3 6
27177,1 4 6
26026,4
22530,4
398,4 6
13509,0 4
4217,4
21432,8
1537,3 4
15765,4 6 7
6037,4
12075,3
27226,4
2578,4
10993,3 6
26546,6 7
25777,6
24821,3
30696,2 4 6
17743,4 8
23101,3 4
7616,1
15798,4
24330,4
21538,7
11671,6 7
7917,2
4113,4
5743,4
30534,4 6 7
4867,4
10472,8
24868,6
17387,4
25929,3
4345,0
3271,4 5
12288,4 6
13003,1
7529,2 4
17934,4 9
24499,2 6
26980,8
10475,6 7
16565,2 4
1624,2
24872,1
3644,0
17189,9
23882,6
16495,9
7138,4 7
16059,4
28747,4 6
403,4
26501,4
23066,2
22504,0
21339,4 5
22427,0 4
21440,4 7
26358,4 6
28413,4 7
29752,0
15820,4
22045,0 4
17870,8
13186,9
22482,0
3676,9
27421,0
8759,4 9
21100,4
26790,7
29584,4
20879,4
5148,9
10233,4 5
3865,1 4
23719,0 8
5986,6
1042,4
2781,4
5380,6 8
23984,4 6
29369,4 6
9271,4 6
14568,5
28892,4
12536,6
13781,8
28182,6
10921,7
20199,4
20503,1
28714,0 4
24953,4
10524,5 8
14187,4
10988,9
19349,4
28912,4
14485,2 6
30152,7
14573,2 6
20122,4
30319,2 6
14745,6
11801,1
1268,4 6
31001,6
15945,2 4 6
2832,6 7
31051,4
30168,7
14243,2
16781,8
11554,4 6 7
27371,7
22475,3
25901,9
14944,0
26624,4 5 6
29773,4
19286,5 6
6182,4 7
6748,4 7
8427,6 7
887,4 7
24205,0 4 6
28822,4 7 8
13947,0 4
12314,4
24965,6
3237,1 4 6
8737,6 7
15740,1
21445,0 4
24759,4 7
7821,8
2996,6
18269,7
25451,3
13106,7
977,6
858,2 4
26162,8
6716,0
2035,9
27578,1 3
30005,4 6
24574,9
29287,4
9050,6
10125,4 8
16073,4 8
10549,6
15323,0 6
28308,4
16031,3
8912,4 5
20860,4 5
13625,0
5484,4
27898,6
2691,4
17099,4
6811,2 4
1805,4 7
21731,5
26615,3
14785,4
14797,3
29814,2 4
30928,9
14018,2
20270,8
7627,4
19420,2 6
10689,3
16825,2
19142,0
87,1
20432,0 2
25782,3 4
22496,4 6
17318,6
28407,2 4 6
21549,4 7
12292,7
2664,6
17851,1
4799,1
16266,6
20382,2 4
7100,3
15410,4
26313,4 8
5456,0
8678,2 6
11085,2 4
15397,3
24736,6
13629,5
725,7
26693,4 6 7
6806,4 6
30894,4
8846,3
30321,4
22213,1
6357,4 6
15566,6 7
10051,0
644,4
18046,0 2 7
29278,4 6
24035,2
7099,8
24650,2 6
10688,1 4
17441,4
19724,2
14582,6 7
20257,3
30012,4 5
17179,4
19289,3
10916,3
2391,3
19145,4 6
17524,4 6 7
6991,2
25397,0
24641,4
16619,1 4
8743,9
6351,4 6
12979,1 6
3299,4
20209,9
26252,0 4
8452,3
776,6
6791,4
14047,7
23561,4
22137,4
25360,1 4
3686,0
13794,4
14332,4
14642,4 6
6680,2 6
28067,9
16469,2
2281,3
8379,6
25314,3
10906,0 2 4
17147,0
13798,2 6
10262,4 5
23747,2
16818,9
25995,0
12943,2 4
25126,4 6
2662,6
4289,6
6914,0
28111,4 5 6
15167,4 6 7
31044,7
5240,4
2503,9
9089,6
20812,1
18975,1
9216,5
27004,3 4
11720,4 6
21010,9
16091,4
698,6
23851,7
9572,2
16199,2
3120,7
15785,1 4 6
3051,7
27500,2 4
15834,1 4
22172,0
4947,3
17970,2 4 7
20320,2
7904,6 9
29949,2 6
26837,6 7
24547,1
12721,7
17454,4 7
944,2 4
28770,3 4 6
12826,2 4
19181,0
11135,3 4 6 7
14323,3 7
20628,6 9
26776,4
9812,4 5 6
23556,3
15097,6
18365,4
18117,7 9
12396,3
18761,2 4 6
7897,1
17880,4
24779,4
7389,0 4
16127,3
16115,4 6
3737,2
8758,4 6
1054,2
17250,2 6
18357,2
13052,1
5228,6
22543,6 9
18909,6 9
16201,3
11966,9
14160,5 8
31041,4
13842,6
30247,0
22839,9
12805,4
21328,6
25019,3 4 7
7254,0
19166,0
12522,4
23535,1
3962,7
13028,4 6 7
27261,7
5618,5
12065,7
25205,0 4
30864,3
18612,4 6
24386,4 6 7
14122,2 4
9958,0 4 6
1526,4
6447,2 4
29805,1 4 6
4670,2
12386,2 4 6
17623,1 4 7
18740,4
1761,6 9
5755,4 8
13136,4 7
12785,4
18624,4 6
20927,3
30016,3
18147,1 4
3446,3
17150,3 4
20720,4
22631,6
27654,6
20022,4
17060,0
14014,0
4287,2 3
3661,4 5 6
6957,1 4
3115,4
9856,2 4
3311,7
238,0
2993,3 4
535,1 4 6
2497,6
29458,4
4129,2 4
833,2
21019,4 7
30948,3 4
24957,3 4 6
14855,4 7
3828,4 6
2635,7
4328,2 4 6
24959,5
3362,2
27263,0 2
26681,7
4852,4
16949,4
6011,6
1045,0
11234,0 2
22196,4 6
8536,4
27434,9
11439,6
25552,1
27172,6 7
12033,7
17435,4 6
30221,9
14141,4 6
30144,8
18432,1
8195,0 4 5
10065,2 4
11514,4
29131,0 4
16603,4 6
14704,7
16485,2
29012,0
21472,0
22670,2 4
24005,8
21201,6 7
5370,4
9349,3
29910,2 8
29824,4
24264,0
26485,4
17547,6
30793,2 6
22089,3
24100,5
5451,0
16742,1
30363,3 6
16172,4
19163,1 6
14143,3 4
30380,0
11470,2 4 6
22185,0
23571,6
26356,4
11284,3
16874,3 4
27152,4 7
30608,6
5253,3
24103,5
20855,7
17301,6
13042,7
30701,3 4
9742,6
13834,2
28619,8
3515,6
11201,4 5
21649,4 6
20635,2 4
30653,7
13901,1
24618,3 4 6
7454,1 6
2934,4
834,9
13744,4
13797,9
10165,1
3032,1 4
8253,2 4
14957,4 6 8
14651,6
18372,0 4
22036,7
23338,4 6
29211,0 4
11372,6 9
16873,4 5
6285,6
25173,6 9
28532,5
17647,0
19202,3 4
14930,4 6
9580,0
30761,0 6
21113,6 9
5049,1
8255,2 4
20343,6 8
7681,4
30668,4 6
14761,4 6
12287,4 5 6
27494,2
21631,1
17613,4 6
28237,2
29383,8
12497,0
16945,6
8798,4
26259,4 7
29765,6 7
15257,0 6 7
13706,4 6
2049,2 4
26321,3 4 6
29675,4
29089,5
25401,6
23922,1
3897,6 8
3556,6
22013,2 4
9340,4
13610,0
1748,4 6 7
19646,4 6
12360,5 6
5610,6 7
18575,0 2 4
29963,0 2
17527,2
17485,4 6
30545,4 6 7
7409,4 5
9029,1 4
10357,4
27708,0
30379,4 6
29275,3
150,2
28206,4
12509,0
11092,6 8
24595,7
943,2 4 6
1688,4 8
5238,6
19278,4
18175,1 4
27306,4 7
27612,3 4 6
19020,4 6
1929,4 6
14715,2
22456,7
25370,3 6 7
9923,6
1925,1 4
25589,4
11040,0
26145,4 6
8697,1
13555,4
8083,2 4 6
11765,3
10422,4
4680,1 4
24787,3 6
10887,4 8
26200,2 4 6
19200,0
1633,9
8894,4
27118,3 4
29072,2 4
24438,2
28395,2 3 4
17443,6
23448,4 6
11027,1
29634,0
22893,2 6
2447,7 9
16131,6
3105,6
29103,4 5 6
14877,4 8
8296,6
26558,4 6
8926,1 6
29405,8
5894,8
18100,4
27631,4
4930,4 7
306,1 4
8426,0
26603,4
30747,5
22511,0
13608,0 6
6955,4 6 7
19731,0
1844,2 4
18578,0
24135,7
6967,1
13664,2
16279,6
30164,5
25340,1
27443,4
25799,1
29631,1 4
25217,6
23028,2 6
12426,4 8
26747,6
545,2
22325,9
21128,4
19880,3
13972,4
26697,1
6083,3 5
28672,3 4
21887,0 4
2885,7
318,4 8
12711,1
21439,6
18773,4
23629,0
28393,6
20365,0
17,4 8
463,3
3836,7
3445,4
10289,4
27384,4
20312,5
18467,6
2283,6 9
30294,9
10318,0 2 7
3619,3 4
23731,2 4
27528,4 6
3457,4 6
17114,0 4
12156,4 7
22053,2 4
23374,3 4
26373,8 9
12523,3 4
18140,2
7332,4
3437,6
17858,7
22646,2 4
28483,1
23182,3 5
7958,6
10327,7 8 9
30751,1
13521,2 4
15479,6 8
15999,4 8
24086,6 7
22308,6
2238,4 6
11072,4
3920,3 4
3937,3
12202,1
2314,0
26680,3 4
1053,5 6
1044,3 4 6
5616,1 6
2583,3
24575,2 4 6
14723,0 4
2190,6
9524,2
1880,4
17925,7
21188,4
5141,7
15788,4
9592,5
22349,4 8
28878,4 8
14575,5
19347,3 7
21946,6
11840,6 7
20632,2 4
10310,4
12397,8
16529,4 6
27682,4 6
18287,4 7
28194,7
11403,1
5648,1 4 6
23967,4
3863,9
16573,5
13650,2 7
23681,4 7
29133,4 6 7
12547,4 5
12671,4
21101,2 6
14198,9
21266,4 6
6668,4
4248,0 4
1400,1 4 6
12935,9
5029,3
9760,4 8
12802,7
17553,4
14211,0
29387,1 4 6
8542,4 6
1260,2 4
6289,4
13461,5
25016,0
29339,9
29377,5
7316,4 6
25820,3
15107,6
14669,1 4
8439,7
11547,4
11345,4 9
24941,8
28307,3
25377,6
20067,4 6
20914,7
18937,4
4954,6
16180,0 2
3698,4 6
4744,2 3
19221,4
11469,0
23123,5
9082,1 6
26043,4
15802,5
24392,1
24802,1 6
29243,0 2 6
4197,4
21231,4
24490,4
24359,2
11120,2
12220,2 4 6
16728,4 6
13434,4
5349,6 7 8
11180,3 4 7
18576,0 6
19082,4 7
4838,4 6 8
2706,4
6508,4
3259,3 4 7
25331,3
1812,4 6
143,7
17187,4 5
21598,8
25807,6
13929,4 6
117,2
3597,2 4
10290,4
25603,4
30699,5
9463,4
20588,4
16176,4
23353,2 4 6
19929,1 2 6
22043,3
6919,4
5860,4 5
7462,6
27592,0 4
5125,2 4
12048,3
6828,3 4
9363,2
27536,4 5
7317,0
8740,4
30425,6
28998,4 6
25371,3
9757,4 8
2928,4 6
3109,6
21005,1 4
30246,4 6
25788,2 3 4 6
15695,1 4
27832,5
15487,2 3
10937,6
15147,1 4 6
13776,6
20984,0
22971,5
15646,4
5864,0 2
16563,2
16021,4 5 6
21088,2 4
5691,7
1907,2 6
28167,4
20758,4
8988,9
20569,3
24190,4 6
18019,4 7
17912,5 9
162,1
18266,4
17146,3
16817,9
23774,1 4
22840,3 4 6
21047,4 5
29523,8
12251,2 4
410,9
30054,0
24175,4
18478,4 6
4861,5
11710,4
27838,6
18211,4 6
28698,5 6
3656,4
29935,3
30204,0
5707,2 3
18803,6
18836,3
6606,4 6
8338,2 6
13908,2 4
13754,4
1862,4 7
16194,6
11329,9
29069,2 4
26920,2
20452,2
20992,6 9
29172,6
1980,1 4
20274,0 5
4132,6
9162,7
14740,4 6 8
22895,2 6
26638,0
8020,3
9680,6 7
24174,2
14516,4 8
29636,2 4 8
1586,6
27450,6
3684,6
3341,4
30978,1
11651,0 4
26977,2 4 6
9545,4
18968,0
20700,3 6 9
6988,4
16918,6
8570,3
30236,4
4826,4
28924,4
8234,1 6
865,0
4414,5
9718,2 4 6
15675,4
26377,2
26486,9
27005,6
29055,4 8
5026,3 4
11716,4
19197,4 5
25562,2 6
12163,4
3850,4 6
27665,6 8
8783,6
5478,6 9
19981,4 5 6
21884,4 6
7018,1 4
21389,4 7
14481,5
13370,4 5
20978,6 8
2798,2 4
434,4 7
7492,4
12004,2
5535,9
7357,1 3
14900,3 4
18709,0 2
19551,2 4 6
30529,3
24878,4
7754,4 8
22864,4
17737,7
18517,6 7
3374,1 4
15298,0
4432,3 4
4045,6
14993,2
19765,4
8811,1 4 6
17156,1 6
4767,4
12629,6
17664,3
24712,4 6
17236,4 8
26428,5 6
10468,3
29428,4
22027,0
22209,4
30181,8
22625,6 8
27623,4 6
1986,4 8
19187,3
19316,4 5
29033,4 6
21346,2 4 6
21429,3
15369,4 6
30562,2 6 9
20168,4
19595,7 9
24300,2 4
21090,7
26653,3 4 6
10775,6
4761,2 4
19192,4
17165,8
2610,7
17374,2
15386,3
26349,4
30987,4
29928,2
27679,5 6
21638,2 4
6220,3
25815,7
2803,7
20822,2 3 4
1156,3
21564,9
30308,6
27739,4
29262,1
5885,9
26008,6 7
6507,7
13244,6 7 9
30154,4
27630,6
13502,1 4
18063,6
30520,4
12191,4
4222,2 6
18122,2 7
27276,1 3
23086,4
21008,2 6
23096,7
1060,5
18690,3
14890,5
14225,6 7
4671,2 4
26838,2
17031,4
25613,4
7184,1 6
12518,0 6
18936,9
10965,3
7397,9
23133,6 9
1362,4
28271,4 8
4538,4 5
25803,6
7418,4 6
10545,0
8057,0
8656,0 4
1505,7
5621,0 4
26633,0 4
30109,6
22733,2 3
3662,0 6
21143,1
11522,6
13144,1 6
4116,4
26034,6
3455,0 1 6
20566,0 5
1811,1
15438,4
1642,2 4
27886,4
13722,9
3670,2 4
2266,6 7
30231,0
1561,7
25422,4 7
20839,6
10434,3
22999,7
23517,3
23205,4
11749,1 4 5 6
8854,4 5
10711,4
21205,0 6
24006,4 5
11164,6
6516,1
5911,4
24046,3 4
5968,4
3638,3
26497,1
30740,5
9359,2 7
10223,2
25372,7
20969,6 7
27781,4 7
37,5
20319,7
24151,3 4 6
7410,4 5
7253,3 4
13682,9
2690,2 6 9
16974,1 4
1891,2 4
29978,4
10415,4 6
27408,7
12194,4
8371,4 6
11409,4 6
19326,2
8532,4
22755,6 9
22077,6 9
14033,0
30973,6
3793,4
14990,8
28451,4
15756,2
18284,8
11185,4
6238,6
21684,7
14255,4 6 7
8050,0 4 6
16118,4 6
27315,4 6
16799,4 7
9793,4
11341,6
30664,1
23118,4 6
17351,1 4 6
8369,5
28411,4
16511,1 2
26824,4 5
24121,2 4
17481,0
1727,4
3526,9
2031,4 8
2773,5
15831,6
23906,2
11635,4 6
5166,4 6
26083,4 8
12488,5
14004,6
5508,4 7
8227,6
26375,4 6
5637,7
2980,1 3 4
15026,0
22170,4
30017,7
2455,4 6
20754,2 4
4810,4
11195,6 9
21527,1 6
17523,4 6
15868,5
19429,1 4
3290,4
5199,3
19336,0
11128,4
25104,6
14156,4 6
27144,1
7126,4 6
10559,4 7
27392,0 1
25206,3 4
30620,4
25586,2
1384,3
15716,2
12787,7
19152,3 4 7
22615,0
4910,0 9
11257,9
10793,6
5260,1
13770,4 8
3537,2
8048,5 6
10815,7
28824,6
20808,6
22364,7
23254,5
30448,6
5404,0
28471,0
17121,4 6
27282,1 4 6
15330,9
11539,4
9305,1 3 4
4227,4
14473,9
694,9
11333,2 3 4
8672,3 4
395,6
29470,4
27186,8
27628,5 6
5365,0
3554,4 6
7441,6 7
28106,3 4 7
9172,4
28982,4
19738,3 4
21189,4 6
23636,6 9
22085,0 4
22692,4 6
24059,5
8263,3 4 7
3450,4 6 8
426,0
5922,4
14286,2 4
12983,4 6
12913,4 6
13225,0 4
10588,6
29915,8
19905,0
1739,5 6
14213,2 6
19859,2 6
14787,1 4 6
25622,4
24266,1
20304,1
14807,7 9
19802,4
1976,3 4
13719,6
1061,7
7153,4
9455,4 7
7489,4 6
21492,4
11003,4 6
24504,3
12111,4
14576,4 8
29849,6 7
23241,6
26267,2 4
9313,3
26397,0
16589,4 6
25638,4
13301,7
11435,4
19277,4
16080,4
30199,6
23570,0 2
17319,4 5
